internal_vendor_id,vendor_name_raw,vendor_name_normalized,total_received_amount,total_transaction_count,unique_mps_served,unique_states_served,primary_state,primary_activity,source_dataset,source_file,source_download_date,pipeline_created_at
INTERNAL_VND_14324,GRAM SABHA MAJHGUWANKALA,GRAM SABHA MAJHGUWANKALA,240000.0,1,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14325,GRAM SABHA PATARA,GRAM SABHA PATARA,240000.0,1,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14326,KHANDOSAN GRAM PANCHAYAT,KHANDOSAN GRAM PANCHAYAT,240000.0,3,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14327,Narayan Debnath,NARAYAN DEBNATH,240000.0,1,1,1,ASSAM,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14328,RAAZ STEEL INDUSTRIES,RAAZ STEEL INDUSTRIES,240000.0,1,1,1,PUNJAB,Installation of multi-gym equipment,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14329,Rennovation of Natghar at Rabhapara,RENNOVATION OF NATGHAR AT RABHAPARA,240000.0,1,1,1,ASSAM,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14330,Sarpanch Gram Panchayat   KERIYA,SARPANCH GRAM PANCHAYAT KERIYA,240000.0,2,1,1,MADHYA PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14331,Sarpanch Sachiv Gram Panchayat Matiyadand,SARPANCH SACHIV GRAM PANCHAYAT MATIYADAND,240000.0,1,1,1,CHHATTISGARH,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14332,SHREYA TRADING,SHREYA TRADING,240000.0,2,1,1,ASSAM,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14333,SRI SRI NARASINGHA GOPAL NAMGHAR VILL KAMARGAON,SRI SRI NARASINGHA GOPAL NAMGHAR VILL KAMARGAON,240000.0,1,1,1,ASSAM,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14334,Jagseer Singh,JAGSEER SINGH,239961.0,3,2,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14335,RAJHANS,RAJHANS,239953.0,1,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14336,ARIHANT INDUSTRIAL CORPORATION LIMITED,ARIHANT INDUSTRIAL CORPORATION LIMITED,239803.0,1,1,1,GUJARAT,"Providing sports equipment, except consumable items",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14337,SAH CONSTRUCTION,SAH CONSTRUCTION,239723.0,1,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14338,Edd 4th Jaunpur,EDD 4TH JAUNPUR,239600.0,1,1,1,UTTAR PRADESH,Improvement of electricity distribution infrastructure,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14339,VISHAL DODDI,VISHAL DODDI,239522.0,2,1,1,KARNATAKA,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14340,SURENDRA TILES UDHYOG,SURENDRA TILES UDHYOG,239476.0,1,1,1,RAJASTHAN,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14341,BOBICONSTRUCTIONCOMPANY,BOBICONSTRUCTIONCOMPANY,239376.0,1,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14342,NIMAIN ROUL,NIMAIN ROUL,239300.0,1,1,1,ODISHA,Construction of water tanks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14343,mitra traders,MITRA TRADERS,239233.0,1,1,1,UTTARAKHAND,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14344,HOSPITAL MANAGEMENT COMMITTEE,HOSPITAL MANAGEMENT COMMITTEE,239151.0,3,1,1,KERALA,"Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14345,Simarjeet Singh,SIMARJEET SINGH,239100.0,2,1,1,PUNJAB,Providing drains and gutters for public drainage,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14346,Jain Industries,JAIN INDUSTRIES,239085.0,1,1,1,UTTARAKHAND,Construction of footpaths and pedestrian ways,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14347,Shri Damali Gram Panchayat,SHRI DAMALI GRAM PANCHAYAT,239051.0,1,1,1,GUJARAT,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14348,KAPILA TRADERS,KAPILA TRADERS,238960.0,2,1,1,PUNJAB,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14349,MS TEJA SINGH PIPE FACTORY,MS TEJA SINGH PIPE FACTORY,238948.0,6,1,1,PUNJAB,Providing drains and gutters for public drainage,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14350,shivalik engineers and contractors,SHIVALIK ENGINEERS AND CONTRACTORS,238932.0,6,1,1,PUNJAB,Construction of stadiums,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14351,Khalid Lathiya,KHALID LATHIYA,238912.0,1,1,1,ODISHA,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14352,Ms Shiv Shakti Traders,MS SHIV SHAKTI TRADERS,238879.0,2,1,1,ASSAM,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14353,Gram Panchayat Hadmatkhuta,GRAM PANCHAYAT HADMATKHUTA,238700.0,1,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14354,CHIKHALKUBA GRAM PANCHAYAT,CHIKHALKUBA GRAM PANCHAYAT,238587.0,1,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14355,ABDUL NASAR M P,ABDUL NASAR M P,238462.0,1,1,1,KERALA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14356,Abdul Matin,ABDUL MATIN,238373.0,1,1,1,WEST BENGAL,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14357,Gram Panchayat Musalur,GRAM PANCHAYAT MUSALUR,238230.0,1,1,1,CHHATTISGARH,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14358,Rakshita Hardware and Supplier,RAKSHITA HARDWARE AND SUPPLIER,238210.0,1,1,1,UTTARAKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14359,Nirmal Singh Terhal,NIRMAL SINGH TERHAL,238200.0,1,1,1,JAMMU AND KASHMIR,Construction of public toilets and bathrooms,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14360,GRAM PANCHAYAT BHADRAKALI,GRAM PANCHAYAT BHADRAKALI,238072.0,1,1,1,CHHATTISGARH,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14361,UMESH BHUE,UMESH BHUE,238065.0,1,1,1,ODISHA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14362,S S INFRATECH,S S INFRATECH,237956.0,2,1,1,CHANDIGARH,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14363,Bhagirathi Gond,BHAGIRATHI GOND,237715.0,2,1,1,ODISHA,Construction of boundary walls of existing public and community buildings,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14364,Kaka Singh,KAKA SINGH,237548.0,3,1,1,PUNJAB,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14365,ASHRAF E,ASHRAF E,237376.0,1,1,1,KERALA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14366,KAMADGIRI TRADERS,KAMADGIRI TRADERS,237319.0,1,1,1,UTTAR PRADESH,Improvement of electricity distribution infrastructure,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14367,DEPUTY MANAGER KELTRON,DEPUTY MANAGER KELTRON,237118.0,2,1,1,KERALA,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14368,Fateh Traders,FATEH TRADERS,236800.0,4,1,1,PUNJAB,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14369,GANESH DUTT,GANESH DUTT,236400.0,1,1,1,JAMMU AND KASHMIR,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14370,THE MM CO OPERATIVE LABOUR AND CONSTRUCTION SOCIETY LTD,THE MM CO OPERATIVE LABOUR AND CONSTRUCTION SOCIETY LTD,236297.0,1,1,1,HARYANA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14371,R K CUNSTRUCTION,R K CUNSTRUCTION,236236.0,1,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14372,UPPAL BUILDING MATERIAL,UPPAL BUILDING MATERIAL,236183.0,1,1,1,PUNJAB,Construction of additional rooms and halls in the existing public and community building,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14373,Bhatti cement and iron store,BHATTI CEMENT AND IRON STORE,235990.0,1,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14374,JAMADAR ENTERPRISE,JAMADAR ENTERPRISE,235581.0,1,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14375,K KOMURAIAH,K KOMURAIAH,235421.0,1,1,1,TELANGANA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14376,AKAL CEMENT TILES,AKAL CEMENT TILES,235154.0,7,1,1,PUNJAB,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14377,Gudla Venkata Pavan,GUDLA VENKATA PAVAN,235134.0,1,1,1,ANDHRA PRADESH,Providing supply pipelines for drinking water,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14378,EE PWD CHHATARPUR,EE PWD CHHATARPUR,235000.0,2,1,1,MADHYA PRADESH,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14379,GRAM PANCHAYAT HARSI,GRAM PANCHAYAT HARSI,235000.0,2,1,1,HIMACHAL PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14380,PALLAB JYOTI DUTTA,PALLAB JYOTI DUTTA,234619.0,3,1,1,ASSAM,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14381,RAJUPURA GRAM PANCHAYAT,RAJUPURA GRAM PANCHAYAT,234000.0,1,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14382,RAJ KUMAR N,RAJ KUMAR N,233917.0,1,1,1,KERALA,Construction of footpaths and pedestrian ways,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14383,MAA DURGA IRON STORE,MAA DURGA IRON STORE,233858.0,1,1,1,PUNJAB,Construction of additional rooms and halls in the existing public and community building,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14384,AFSANA ENTERPRISE prop SK ANUAR,AFSANA ENTERPRISE PROP SK ANUAR,233836.0,1,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14385,AASHROY CONSTRUCTION,AASHROY CONSTRUCTION,233500.0,1,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14386,LAXMI BRICKS COMPANY,LAXMI BRICKS COMPANY,233470.0,1,1,1,HARYANA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14387,Uttam Kumar Maity,UTTAM KUMAR MAITY,233349.0,1,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14388,ANKITA ENTERPRISE,ANKITA ENTERPRISE,233273.0,1,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14389,surinder sngh bko,SURINDER SNGH BKO,233000.0,6,1,1,PUNJAB,Development of playfields and sports grounds,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14390,FANCY SPORTS,FANCY SPORTS,232800.0,1,1,1,RAJASTHAN,Purchase of sports equipment,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14391,RAJKISHOR SAHU,RAJKISHOR SAHU,232795.0,1,1,1,ODISHA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14392,Gram Panchayat Kotada,GRAM PANCHAYAT KOTADA,232613.0,1,1,1,MADHYA PRADESH,Improvement of electricity distribution infrastructure,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14393,Gram Panchayat Phool Dhawadi,GRAM PANCHAYAT PHOOL DHAWADI,232613.0,1,1,1,MADHYA PRADESH,Improvement of electricity distribution infrastructure,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14394,KRISHAN GARG,KRISHAN GARG,232581.0,2,2,1,HARYANA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14395,SUHAN ENTERPRISE,SUHAN ENTERPRISE,232580.0,1,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14396,Rattan Lal and  Sons,RATTAN LAL AND SONS,232578.0,1,1,1,PUNJAB,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14397,G D INFRA SERVICES,G D INFRA SERVICES,232000.0,1,1,1,RAJASTHAN,Development of playground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14398,Manoj Varma,MANOJ VARMA,231762.0,1,1,1,MADHYA PRADESH,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14399,REHANSHI MATERIAL SUPPLIERS,REHANSHI MATERIAL SUPPLIERS,231300.0,1,1,1,RAJASTHAN,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14400,Sri Son Sing Killing,SRI SON SING KILLING,231114.0,1,1,1,ASSAM,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14401,TYAGI CONSTRUTION AND ORDER SUPPLIERS,TYAGI CONSTRUTION AND ORDER SUPPLIERS,230926.0,1,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14402,JANVI ENTERPRISES,JANVI ENTERPRISES,230839.0,1,1,1,UTTAR PRADESH,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14403,MS TATA BRICKS,MS TATA BRICKS,230500.0,5,1,1,PUNJAB,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14404,Ms Bhumika Welding Shop,MS BHUMIKA WELDING SHOP,230423.0,1,1,1,ODISHA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14405,Ms Sikander Industries,MS SIKANDER INDUSTRIES,230346.0,5,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14406,SAMATPARA GRAM PANCHAYAT,SAMATPARA GRAM PANCHAYAT,230103.0,1,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14407,BAJWA AIRCON SERVICES,BAJWA AIRCON SERVICES,230000.0,2,1,1,PUNJAB,"Purchase of IT systems, including hardware and software for educational purposes",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14408,GP Behal,GP BEHAL,230000.0,3,1,1,HIMACHAL PRADESH,Installing tube-wells and borewells,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14409,GP Lower Rewalsar,GP LOWER REWALSAR,230000.0,2,1,1,HIMACHAL PRADESH,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14410,GRAM PANCHAYAT JETPUR DU,GRAM PANCHAYAT JETPUR DU,230000.0,1,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14411,Gram Panchayat Sohari,GRAM PANCHAYAT SOHARI,230000.0,3,1,1,HIMACHAL PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14412,Sarpanch Gram Panchayat   PACHGAON,SARPANCH GRAM PANCHAYAT PACHGAON,230000.0,2,1,1,MADHYA PRADESH,Construction of additional rooms and halls in the existing public and community building,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14413,jopir mize,JOPIR MIZE,229684.0,1,1,1,ARUNACHAL PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14414,Harmesh Lal Enterprises,HARMESH LAL ENTERPRISES,229400.0,1,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14415,HARDEEP SINGH,HARDEEP SINGH,229208.0,6,4,1,PUNJAB,Providing drains and gutters for public drainage,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14416,THE PARVATI DEVI COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED BATHERI,THE PARVATI DEVI COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED BATHERI,229157.0,1,1,1,HARYANA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
