internal_vendor_id,vendor_name_raw,vendor_name_normalized,total_received_amount,total_transaction_count,unique_mps_served,unique_states_served,primary_state,primary_activity,source_dataset,source_file,source_download_date,pipeline_created_at
INTERNAL_VND_14417,ABDUL MAJEED K,ABDUL MAJEED K,229077.0,1,1,1,KERALA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14418,BDPO Safidon,BDPO SAFIDON,228966.0,2,1,1,HARYANA,Construction of shelters for animals,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14419,GRAM PANCHAYAT PATHA,GRAM PANCHAYAT PATHA,228820.0,2,2,2,CHHATTISGARH,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14420,BALI WOOD WORKS,BALI WOOD WORKS,228600.0,1,1,1,PUNJAB,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14421,SAHIL KUMAR BHOGAL,SAHIL KUMAR BHOGAL,228600.0,2,1,1,JAMMU AND KASHMIR,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14422,CHAND AND SONS Bhatta CO,CHAND AND SONS BHATTA CO,228536.0,1,1,1,HARYANA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14423,Max Sports Floor India,MAX SPORTS FLOOR INDIA,228448.0,1,1,1,PUNJAB,Development of playfields and sports grounds,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14424,Bhagirathi Champati,BHAGIRATHI CHAMPATI,228438.0,1,1,1,ODISHA,Construction of public libraries and reading rooms,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14425,LAL SINGH,LAL SINGH,228418.0,4,3,3,PUNJAB,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14426,Sarpanch Cement Iron Store,SARPANCH CEMENT IRON STORE,228393.0,6,1,1,PUNJAB,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14427,SAHADEV JANA,SAHADEV JANA,228034.0,1,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14428,Dharmendra Biswas,DHARMENDRA BISWAS,227821.0,3,1,1,ASSAM,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14429,varija tiles and sanitation,VARIJA TILES AND SANITATION,227692.0,3,1,1,PUNJAB,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14430,Satnam Singh,SATNAM SINGH,227680.0,10,5,1,PUNJAB,Construction of additional rooms and halls in the existing public and community building,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14431,JOY DAS,JOY DAS,227607.0,2,1,1,ASSAM,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14432,SATYA PRIYA PAUL,SATYA PRIYA PAUL,227607.0,2,1,1,ASSAM,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14433,SOMIK SEN,SOMIK SEN,227607.0,2,1,1,ASSAM,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14434,MAHENDRA YADAV,MAHENDRA YADAV,227592.0,2,1,1,MADHYA PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14435,MRUTYUNJAYA DAS,MRUTYUNJAYA DAS,227549.0,1,1,1,ODISHA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14436,FATEMA ENTERPRISE,FATEMA ENTERPRISE,227401.0,1,1,1,WEST BENGAL,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14437,Kapil,KAPIL,227300.0,3,3,2,RAJASTHAN,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14438,TAMILNADU CONSTRUCTION LABOUR WELFARE BOARD,TAMILNADU CONSTRUCTION LABOUR WELFARE BOARD,226236.0,18,5,1,TAMIL NADU,Construction of toilet blocks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14439,SHREE BALJI IRON STORE,SHREE BALJI IRON STORE,226009.0,3,1,1,PUNJAB,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14440,The Sharan Coop L and C Society,THE SHARAN COOP L AND C SOCIETY,225847.0,2,1,1,HARYANA,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14441,SAGGU ENGINEERING WORKS,SAGGU ENGINEERING WORKS,225590.0,2,1,1,PUNJAB,Providing supply pipelines for drinking water,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14442,THASKA GRAM UDYOG SAMITI,THASKA GRAM UDYOG SAMITI,225111.0,1,1,1,HARYANA,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14443,ASHWATHAM SHASAPPA REBINAL,ASHWATHAM SHASAPPA REBINAL,225000.0,1,1,1,KARNATAKA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14444,BHAGYAMMA,BHAGYAMMA,225000.0,1,1,1,KARNATAKA,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14445,C S RAMESH,C S RAMESH,225000.0,1,1,1,KARNATAKA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14446,CC for Public Staircase near Kali Mandir Swahid Nagar,CC FOR PUBLIC STAIRCASE NEAR KALI MANDIR SWAHID NAGAR,225000.0,2,1,1,ASSAM,Construction of public staircase/ stair ghat for public convenience,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14447,CHANDRAKANT AIHOLLI,CHANDRAKANT AIHOLLI,225000.0,1,1,1,KARNATAKA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14448,cmo badwah,CMO BADWAH,225000.0,2,1,1,MADHYA PRADESH,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14449,GP JANAKPUR JP BADI,GP JANAKPUR JP BADI,225000.0,1,1,1,MADHYA PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14450,GP Rajindu,GP RAJINDU,225000.0,3,1,1,HIMACHAL PRADESH,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14451,GP Sari,GP SARI,225000.0,3,1,1,HIMACHAL PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14452,Gram pancahyat chopna,GRAM PANCAHYAT CHOPNA,225000.0,3,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14453,Gram pancahyat sagoniya,GRAM PANCAHYAT SAGONIYA,225000.0,3,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14454,GRAM PANCHAYAT CHARI,GRAM PANCHAYAT CHARI,225000.0,2,1,1,GUJARAT,Construction of rainwater harvesting structures,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14455,GRAM PANCHAYAT DANGIDHANA,GRAM PANCHAYAT DANGIDHANA,225000.0,3,1,1,MADHYA PRADESH,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14456,GRAM PANCHAYAT DESHAD,GRAM PANCHAYAT DESHAD,225000.0,1,1,1,GUJARAT,Construction of rainwater harvesting structures,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14457,Gram Panchayat Dhobiguda,GRAM PANCHAYAT DHOBIGUDA,225000.0,1,1,1,CHHATTISGARH,Purchase of mobile water tankers,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14458,Gram Panchayat Janakur,GRAM PANCHAYAT JANAKUR,225000.0,1,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14459,GRAM PANCHAYAT KESLI,GRAM PANCHAYAT KESLI,225000.0,2,1,1,GUJARAT,Construction of rainwater harvesting structures,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14460,GRAM PANCHAYAT KHAJARI,GRAM PANCHAYAT KHAJARI,225000.0,1,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14461,Gram Panchayat Minkachh,GRAM PANCHAYAT MINKACHH,225000.0,2,1,1,GUJARAT,Construction of rainwater harvesting structures,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14462,GRAM PANCHAYAT PANARJHIR,GRAM PANCHAYAT PANARJHIR,225000.0,1,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14463,GRAM PANCHAYAT VASNA,GRAM PANCHAYAT VASNA,225000.0,2,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14464,Gram Panchayt Chapapadar,GRAM PANCHAYT CHAPAPADAR,225000.0,1,1,1,CHHATTISGARH,Construction of culverts and bridges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14465,GRAM PANCHYAT UMARIA,GRAM PANCHYAT UMARIA,225000.0,3,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14466,hanifabad,HANIFABAD,225000.0,1,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14467,Jagga singh,JAGGA SINGH,225000.0,1,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14468,PRADEEP KUMAR S,PRADEEP KUMAR S,225000.0,1,1,1,KARNATAKA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14469,RAJYA PRAWARTIT YOJNA G P KORBI,RAJYA PRAWARTIT YOJNA G P KORBI,225000.0,2,1,1,CHHATTISGARH,Installing tube-wells and borewells,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14470,SACHIN NAMADEV RATHOD,SACHIN NAMADEV RATHOD,225000.0,1,1,1,KARNATAKA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14471,SARPANCH GRAM PANCHAYAT MATWAD,SARPANCH GRAM PANCHAYAT MATWAD,225000.0,1,1,1,GUJARAT,Construction of rainwater harvesting structures,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14472,SHIVAJI BHIMU JADHAV,SHIVAJI BHIMU JADHAV,225000.0,1,1,1,KARNATAKA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14473,SHIVANAND MALLAPPA MENASINAKAI,SHIVANAND MALLAPPA MENASINAKAI,225000.0,1,1,1,KARNATAKA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14474,UMESH KAMATAR,UMESH KAMATAR,225000.0,1,1,1,KARNATAKA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14475,Gram pancahyat sukhapura,GRAM PANCAHYAT SUKHAPURA,224971.0,3,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14476,Ms Salasar Construction Company,MS SALASAR CONSTRUCTION COMPANY,224930.0,1,1,1,HARYANA,Installing tube-wells and borewells,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14477,DUBEY CONSTRUCTION PRO SANTOSH KUMAR DUBEY,DUBEY CONSTRUCTION PRO SANTOSH KUMAR DUBEY,224818.0,1,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14478,Vijayaragavan J,VIJAYARAGAVAN J,224779.0,1,1,1,TAMIL NADU,Installing tube-wells and borewells,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14479,GP MOUDA,GP MOUDA,224589.0,3,1,1,HIMACHAL PRADESH,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14480,Avreen Industeries  Mukerian,AVREEN INDUSTERIES MUKERIAN,224581.0,6,1,1,PUNJAB,Construction of footpaths and pedestrian ways,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14481,Gourav Traders,GOURAV TRADERS,224356.0,1,1,1,HARYANA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14482,Raphi Talom,RAPHI TALOM,224256.0,1,1,1,ARUNACHAL PRADESH,Construction of footpaths and pedestrian ways,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14483,BAVANA DILLESWARARAO,BAVANA DILLESWARARAO,224217.0,1,1,1,ANDHRA PRADESH,Installing tube-wells and borewells,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14484,M B CONSTRUCTION,M B CONSTRUCTION,224200.0,2,1,1,UTTAR PRADESH,Installing hand pumps,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14485,RAINU CONSTRUCTION COMPANY,RAINU CONSTRUCTION COMPANY,224200.0,2,1,1,HARYANA,Fitting of Sitting RCC Benches in Public Places,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14486,GRAM PANCHAYAT BAMANGAM,GRAM PANCHAYAT BAMANGAM,224143.0,1,1,1,GUJARAT,Providing drains and gutters for public drainage,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14487,sokhda khurd gram panchayat,SOKHDA KHURD GRAM PANCHAYAT,224138.0,1,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14488,G N SANITARY AND TILE STORE,G N SANITARY AND TILE STORE,223983.0,6,1,1,PUNJAB,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14489,Dashmesh Cement store,DASHMESH CEMENT STORE,223849.0,6,1,1,PUNJAB,Construction of stadiums,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14490,ASHADEEP CONSTRUCTION,ASHADEEP CONSTRUCTION,223844.0,1,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14491,Gram Panchayat Amarpur,GRAM PANCHAYAT AMARPUR,223820.0,2,2,2,MADHYA PRADESH,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14492,Mohd Rafiq Mir,MOHD RAFIQ MIR,223600.0,1,1,1,JAMMU AND KASHMIR,Development of public parks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14493,AKULA rAJA REDDY,AKULA RAJA REDDY,223517.0,1,1,1,TELANGANA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14494,Guru Kirpa,GURU KIRPA,223470.0,1,1,1,PUNJAB,Installation of multi-gym equipment,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14495,NANAKSAR PIPES,NANAKSAR PIPES,223020.0,5,1,1,PUNJAB,Providing garbage collection and disposal systems,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14496,NARAYAN ROUT AND SMT SWARNALATA ROUT,NARAYAN ROUT AND SMT SWARNALATA ROUT,223000.0,1,1,1,ODISHA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14497,Pentaparthi Sayabu,PENTAPARTHI SAYABU,222844.0,1,1,1,TELANGANA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_14498,JARNAIL SINGH,JARNAIL SINGH,222598.0,6,4,1,PUNJAB,Providing drains and gutters for public drainage,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
